gid,val,emd_cd,emd_nm
라라243715,,46230350,진월면
라라173736,,46230340,진상면
라라087715,,46230320,옥룡면
라라180737,,46230340,진상면
라라074754,,46230310,봉강면
라라100767,,46230320,옥룡면
라라119801,,46230360,다압면
라라090706,,46230320,옥룡면
라라125729,,46230320,옥룡면
라라239700,,46230350,진월면
라라107634,,46230250,광양읍
라라161752,,46230340,진상면
라라074785,,46230310,봉강면
라라131792,,46230340,진상면
라라157631,,46230105,중군동
라라199624,,46230108,광영동
라라158665,,46230330,옥곡면
라라213752,,46230360,다압면
라라254688,,46230350,진월면
라라144832,,46230360,다압면
라라092671,,46230320,옥룡면
라라175705,,46230330,옥곡면
라라193764,,46230360,다압면
라라126618,,46230250,광양읍
라라078708,,46230310,봉강면
라라054729,,46230310,봉강면
라라103803,,46230360,다압면
라라125852,,46230360,다압면
라라128645,,46230250,광양읍
라라075586,,46230250,광양읍
라라138826,,46230360,다압면
라라102597,,46230250,광양읍
라라178783,,46230360,다압면
라라241582,,46230110,금호동
라라118700,,46230320,옥룡면
라라152563,,46230103,도이동
라라250576,,46230110,금호동
라라111761,,46230320,옥룡면
라라242583,,46230110,금호동
라라048654,,46230310,봉강면
라라166792,,46230360,다압면
라라178668,,46230330,옥곡면
라라207743,,46230360,다압면
라라110572,,46230101,황금동
라라173733,,46230340,진상면
라라189763,,46230360,다압면
라라197761,,46230360,다압면
라라031760,,46230310,봉강면
라라112698,,46230320,옥룡면
라라153593,,46230103,도이동
라라062775,,46230310,봉강면
라라079693,,46230310,봉강면
라라169739,,46230340,진상면
라라120649,,46230250,광양읍
라라194682,,46230340,진상면
라라113854,,46230360,다압면
라라080774,,46230320,옥룡면
라라165717,,46230340,진상면
라라179652,,46230330,옥곡면
라라190739,,46230360,다압면
라라032760,,46230310,봉강면
라라084712,,46230320,옥룡면
라라084694,,46230310,봉강면
라라116769,,46230320,옥룡면
라라030781,,46230310,봉강면
라라124614,,46230250,광양읍
라라167589,,46230103,도이동
라라113829,,46230360,다압면
라라141797,,46230340,진상면
라라155664,,46230330,옥곡면
라라072630,,46230250,광양읍
라라167621,,46230104,성황동
라라093727,,46230320,옥룡면
라라136822,,46230360,다압면
라라189697,,46230340,진상면
라라101740,,46230320,옥룡면
라라183681,,46230340,진상면
라라106829,,46230360,다압면
라라112825,,46230360,다압면
라라210696,,46230340,진상면
라라133825,,46230360,다압면
라라231633,,46230350,진월면
라라110769,,46230320,옥룡면
라라198610,,46230107,마동
라라259678,,46230350,진월면
라라125849,,46230360,다압면
라라133815,,46230360,다압면
라라254680,,46230350,진월면
라라212594,,46230110,금호동
라라052666,,46230310,봉강면
라라123721,,46230320,옥룡면
라라036738,,46230310,봉강면
라라159737,,46230340,진상면
라라234572,,46230110,금호동
라라024746,,46230310,봉강면
라라089565,,46230250,광양읍
라라050744,,46230310,봉강면
라라224603,,46230109,태인동
라라092727,,46230320,옥룡면
라라237589,,46230110,금호동
라라109591,,46230250,광양읍
라라084729,,46230320,옥룡면
라라166772,,46230340,진상면
라라101631,,46230250,광양읍
라라140727,,46230340,진상면
라라165817,,46230360,다압면
라라192650,,46230330,옥곡면
라라130659,,46230250,광양읍
라라066792,,46230310,봉강면
라라137608,,46230104,성황동
라라097741,,46230320,옥룡면
라라038773,,46230310,봉강면
라라164785,,46230360,다압면
라라124666,,46230320,옥룡면
라라211586,,46230110,금호동
라라185690,,46230340,진상면
라라198760,,46230360,다압면
라라208594,,46230110,금호동
라라257693,,46230350,진월면
라라182713,,46230340,진상면
라라144753,,46230340,진상면
라라141741,,46230340,진상면
라라085779,,46230320,옥룡면
라라156601,,46230103,도이동
라라215715,,46230340,진상면
라라084716,,46230320,옥룡면
라라151833,,46230360,다압면
라라152790,,46230340,진상면
라라156667,,46230330,옥곡면
라라250587,,46230110,금호동
라라222588,,46230110,금호동
라라217646,,46230350,진월면
라라105641,,46230250,광양읍
라라069670,,46230310,봉강면
라라104793,,46230320,옥룡면
라라071724,,46230310,봉강면
라라138745,,46230340,진상면
라라184611,,46230107,마동
라라195627,,46230108,광영동
라라123745,,46230320,옥룡면
라라214712,,46230340,진상면
라라147696,,46230330,옥곡면
라라158727,,46230340,진상면
라라149629,,46230105,중군동
라라155815,,46230360,다압면
라라128785,,46230340,진상면
라라154758,,46230340,진상면
라라087794,,46230320,옥룡면
라라132588,,46230102,황길동
라라147563,,46230103,도이동
라라209701,,46230340,진상면
라라079725,,46230320,옥룡면
라라139554,,46230103,도이동
라라082621,,46230250,광양읍
라라093756,,46230320,옥룡면
라라177737,,46230340,진상면
라라142601,,46230104,성황동
라라073792,,46230310,봉강면
라라077681,,46230310,봉강면
라라071614,,46230250,광양읍
라라198612,,46230107,마동
라라132853,,46230360,다압면
라라214751,,46230360,다압면
라라110624,,46230250,광양읍
라라199740,,46230360,다압면
라라125666,,46230320,옥룡면
라라200588,,46230110,금호동
라라087552,,46230250,광양읍
라라164590,,46230103,도이동
라라199660,,46230340,진상면
라라057631,,46230250,광양읍
라라054667,,46230310,봉강면
라라096786,,46230320,옥룡면
라라140827,,46230360,다압면
라라240689,,46230350,진월면
라라100646,,46230250,광양읍
라라205659,,46230350,진월면
라라061611,,46230250,광양읍
라라222698,,46230350,진월면
라라124667,,46230320,옥룡면
라라092709,,46230320,옥룡면
라라152678,,46230330,옥곡면
라라173714,,46230340,진상면
라라125693,,46230320,옥룡면
라라126703,,46230320,옥룡면
라라180593,,46230106,중동
라라186699,,46230340,진상면
라라158755,,46230340,진상면
라라185607,,46230107,마동
라라161718,,46230340,진상면
라라143625,,46230105,중군동
라라204586,,46230110,금호동
라라125719,,46230320,옥룡면
라라130632,,46230250,광양읍
라라184640,,46230330,옥곡면
라라130775,,46230340,진상면
라라198606,,46230110,금호동
라라126763,,46230320,옥룡면
라라063700,,46230310,봉강면
라라106577,,46230101,황금동
라라208722,,46230340,진상면
라라239709,,46230350,진월면
라라243683,,46230350,진월면
라라164773,,46230340,진상면
라라130710,,46230320,옥룡면
라라093627,,46230250,광양읍
라라244616,,46230109,태인동
라라106796,,46230360,다압면
라라141583,,46230102,황길동
라라046730,,46230310,봉강면
라라186712,,46230340,진상면
라라167689,,46230330,옥곡면
라라057775,,46230310,봉강면
라라076712,,46230310,봉강면
라라105850,,46230360,다압면
라라115690,,46230320,옥룡면
라라051628,,46230250,광양읍
라라077589,,46230250,광양읍
라라208680,,46230340,진상면
라라193759,,46230360,다압면
라라102822,,46230360,다압면
라라258676,,46230350,진월면
라라116584,,46230101,황금동
라라165602,,46230104,성황동
라라103651,,46230250,광양읍
라라075689,,46230310,봉강면
라라195689,,46230340,진상면
라라159814,,46230360,다압면
라라181755,,46230360,다압면
라라116862,,46230360,다압면
라라164637,,46230105,중군동
라라166664,,46230330,옥곡면
라라176805,,46230360,다압면
라라177804,,46230360,다압면
라라091761,,46230320,옥룡면
라라053758,,46230310,봉강면
라라114574,,46230101,황금동
라라169635,,46230105,중군동
라라109605,,46230250,광양읍
라라066702,,46230310,봉강면
라라109788,,46230320,옥룡면
라라062746,,46230310,봉강면
라라088687,,46230310,봉강면
라라132760,,46230320,옥룡면
라라038743,,46230310,봉강면
라라120635,,46230250,광양읍
라라159720,,46230340,진상면
라라162706,,46230340,진상면
라라235714,,46230350,진월면
라라227642,,46230350,진월면
라라232616,,46230109,태인동
라라037742,,46230310,봉강면
라라193687,,46230340,진상면
라라227601,,46230109,태인동
라라139762,,46230340,진상면
라라159790,,46230360,다압면
라라072710,,46230310,봉강면
라라126801,,46230360,다압면
라라257678,,46230350,진월면
라라082615,,46230250,광양읍
라라186656,,46230330,옥곡면
라라209685,,46230340,진상면
라라150756,,46230340,진상면
라라064613,,46230250,광양읍
라라243676,,46230350,진월면
라라108770,,46230320,옥룡면
라라249581,,46230110,금호동
라라119829,,46230360,다압면
라라196689,,46230340,진상면
라라121856,,46230360,다압면
라라091781,,46230320,옥룡면
라라080663,,46230250,광양읍
라라082670,,46230310,봉강면
라라134665,,46230330,옥곡면
라라058714,,46230310,봉강면
라라130625,,46230250,광양읍
라라232592,,46230110,금호동
라라209692,,46230340,진상면
라라124663,,46230250,광양읍
라라236632,,46230350,진월면
라라114679,,46230320,옥룡면
라라080694,,46230310,봉강면
라라102711,,46230320,옥룡면
라라078674,,46230310,봉강면
라라210598,,46230110,금호동
라라131759,,46230320,옥룡면
라라077599,,46230250,광양읍
라라208677,,46230340,진상면
라라183742,,46230340,진상면
라라177717,,46230340,진상면
라라146761,,46230340,진상면
라라123688,,46230320,옥룡면
라라195609,,46230107,마동
라라086715,,46230320,옥룡면
라라098800,,46230320,옥룡면
라라097739,,46230320,옥룡면
라라122862,,46230360,다압면
라라079689,,46230310,봉강면
라라118795,,46230360,다압면
라라121621,,46230250,광양읍
라라068784,,46230310,봉강면
라라102763,,46230320,옥룡면
라라142629,,46230105,중군동
라라062709,,46230310,봉강면
라라109845,,46230360,다압면
라라155660,,46230330,옥곡면
라라124766,,46230320,옥룡면
라라052638,,46230250,광양읍
라라212726,,46230340,진상면
라라137798,,46230340,진상면
라라189635,,46230108,광영동
라라054650,,46230310,봉강면
라라135661,,46230330,옥곡면
라라146702,,46230330,옥곡면
라라171791,,46230360,다압면
라라246581,,46230110,금호동
라라208574,,46230110,금호동
라라027763,,46230310,봉강면
라라095687,,46230320,옥룡면
라라189755,,46230360,다압면
라라179751,,46230360,다압면
라라145589,,46230102,황길동
라라122702,,46230320,옥룡면
라라121762,,46230320,옥룡면
라라194675,,46230340,진상면
라라105586,,46230250,광양읍
라라060787,,46230310,봉강면
라라164717,,46230340,진상면
라라097728,,46230320,옥룡면
라라177615,,46230107,마동
라라073705,,46230310,봉강면
라라158606,,46230103,도이동
라라175628,,46230107,마동
라라132832,,46230360,다압면
라라103690,,46230320,옥룡면
라라148740,,46230340,진상면
라라219639,,46230350,진월면
라라116855,,46230360,다압면
라라171809,,46230360,다압면
라라108855,,46230360,다압면
라라126862,,46230360,다압면
라라097785,,46230320,옥룡면
라라232682,,46230350,진월면
라라170766,,46230360,다압면
라라064775,,46230310,봉강면
라라136761,,46230340,진상면
라라142556,,46230103,도이동
라라136679,,46230330,옥곡면
라라146845,,46230360,다압면
라라228571,,46230110,금호동
라라186661,,46230330,옥곡면
라라209689,,46230340,진상면
라라141766,,46230340,진상면
라라071605,,46230250,광양읍
라라156804,,46230360,다압면
라라157686,,46230330,옥곡면
라라086639,,46230250,광양읍
라라115650,,46230250,광양읍
라라171664,,46230330,옥곡면
라라226654,,46230350,진월면
라라157667,,46230330,옥곡면
라라119736,,46230320,옥룡면
라라168683,,46230330,옥곡면
라라052702,,46230310,봉강면
라라121844,,46230360,다압면
라라169696,,46230330,옥곡면
라라071696,,46230310,봉강면
라라144576,,46230102,황길동
라라112796,,46230360,다압면
라라113678,,46230320,옥룡면
라라164588,,46230103,도이동
라라077738,,46230320,옥룡면
라라112588,,46230250,광양읍
라라120710,,46230320,옥룡면
라라148662,,46230330,옥곡면
라라194593,,46230110,금호동
라라246550,,46230110,금호동
라라165691,,46230330,옥곡면
라라074607,,46230250,광양읍
라라104775,,46230320,옥룡면
라라144596,,46230102,황길동
라라078591,,46230250,광양읍
라라160785,,46230360,다압면
라라235582,,46230110,금호동
라라122730,,46230320,옥룡면
라라170787,,46230360,다압면
라라200671,,46230340,진상면
라라061626,,46230250,광양읍
라라148647,,46230330,옥곡면
라라125646,,46230250,광양읍
라라222577,,46230110,금호동
라라211732,,46230360,다압면
라라118845,,46230360,다압면
라라138735,,46230340,진상면
라라117603,,46230250,광양읍
라라106826,,46230360,다압면
라라120672,,46230320,옥룡면
라라070681,,46230310,봉강면
라라250555,,46230110,금호동
라라163722,,46230340,진상면
라라213683,,46230350,진월면
라라257672,,46230350,진월면
라라231660,,46230350,진월면
라라052712,,46230310,봉강면
라라155603,,46230103,도이동
라라077721,,46230320,옥룡면
라라124698,,46230320,옥룡면
라라252684,,46230350,진월면
라라161824,,46230360,다압면
라라090715,,46230320,옥룡면
라라154761,,46230340,진상면
라라194761,,46230360,다압면
라라067742,,46230310,봉강면
라라156720,,46230340,진상면
라라102588,,46230250,광양읍
라라156758,,46230340,진상면
라라072737,,46230310,봉강면
라라211739,,46230360,다압면
라라140630,,46230105,중군동
라라148698,,46230330,옥곡면
라라150711,,46230340,진상면
라라172726,,46230340,진상면
라라068669,,46230310,봉강면
라라201732,,46230340,진상면
라라116845,,46230360,다압면
라라118651,,46230250,광양읍
라라124834,,46230360,다압면
라라128729,,46230320,옥룡면
라라197733,,46230360,다압면
라라063788,,46230310,봉강면
라라144833,,46230360,다압면
라라029769,,46230310,봉강면
라라142758,,46230340,진상면
라라103683,,46230320,옥룡면
라라078718,,46230320,옥룡면
라라153723,,46230340,진상면
라라141833,,46230360,다압면
라라212697,,46230340,진상면
라라068792,,46230310,봉강면
라라160758,,46230340,진상면
라라089728,,46230320,옥룡면
라라183683,,46230340,진상면
라라173674,,46230330,옥곡면
라라202646,,46230330,옥곡면
라라238727,,46230350,진월면
라라230728,,46230350,진월면
라라032780,,46230310,봉강면
라라172666,,46230330,옥곡면
라라095807,,46230360,다압면
라라135844,,46230360,다압면
라라160605,,46230104,성황동
라라128797,,46230340,진상면
라라104666,,46230320,옥룡면
라라151695,,46230330,옥곡면
라라192622,,46230107,마동
라라250668,,46230350,진월면
라라106748,,46230320,옥룡면
라라202588,,46230110,금호동
라라036770,,46230310,봉강면
라라111634,,46230250,광양읍
라라194764,,46230360,다압면
라라225586,,46230110,금호동
라라065727,,46230310,봉강면
라라092637,,46230250,광양읍
라라113859,,46230360,다압면
라라131612,,46230104,성황동
라라103655,,46230250,광양읍
라라197581,,46230110,금호동
라라060766,,46230310,봉강면
라라095700,,46230320,옥룡면
라라069622,,46230250,광양읍
라라146601,,46230103,도이동
라라198648,,46230330,옥곡면
라라088723,,46230320,옥룡면
라라173687,,46230330,옥곡면
라라103845,,46230360,다압면
라라163716,,46230340,진상면
라라121617,,46230250,광양읍
라라137832,,46230360,다압면
라라109716,,46230320,옥룡면
라라245699,,46230350,진월면
라라029785,,46230310,봉강면
라라147753,,46230340,진상면
라라119817,,46230360,다압면
라라140611,,46230104,성황동
라라088745,,46230320,옥룡면
라라246697,,46230350,진월면
라라112648,,46230250,광양읍
라라213569,,46230110,금호동
라라079731,,46230320,옥룡면
라라081731,,46230320,옥룡면
라라142691,,46230330,옥곡면
라라160663,,46230330,옥곡면
라라039780,,46230310,봉강면
라라051736,,46230310,봉강면
라라113629,,46230250,광양읍
라라031750,,46230310,봉강면
라라043748,,46230310,봉강면
라라118590,,46230101,황금동
라라180635,,46230105,중군동
라라112856,,46230360,다압면
라라139604,,46230104,성황동
라라169602,,46230103,도이동
라라102821,,46230360,다압면
라라069783,,46230310,봉강면
라라160741,,46230340,진상면
라라183629,,46230107,마동
라라126663,,46230250,광양읍
라라119671,,46230320,옥룡면
라라200751,,46230360,다압면
라라250669,,46230350,진월면
라라209693,,46230340,진상면
라라235673,,46230350,진월면
라라071691,,46230310,봉강면
라라070771,,46230310,봉강면
라라202708,,46230340,진상면
라라149807,,46230360,다압면
라라084790,,46230320,옥룡면
라라190671,,46230340,진상면
라라227705,,46230350,진월면
라라084752,,46230320,옥룡면
라라132608,,46230104,성황동
라라130685,,46230330,옥곡면
라라121667,,46230320,옥룡면
라라164794,,46230360,다압면
라라152636,,46230105,중군동
라라149829,,46230360,다압면
라라176708,,46230340,진상면
라라215669,,46230350,진월면
라라126601,,46230102,황길동
라라171823,,46230360,다압면
라라119570,,46230101,황금동
라라153833,,46230360,다압면
라라156606,,46230103,도이동
라라034734,,46230310,봉강면
라라102621,,46230250,광양읍
라라153576,,46230103,도이동
라라142759,,46230340,진상면
라라159635,,46230105,중군동
라라220625,,46230350,진월면
라라108658,,46230250,광양읍
라라171774,,46230360,다압면
라라096844,,46230360,다압면
라라148806,,46230360,다압면
라라122766,,46230320,옥룡면
라라114807,,46230360,다압면
라라186684,,46230340,진상면
라라132646,,46230250,광양읍
라라150660,,46230330,옥곡면
라라206680,,46230340,진상면
라라067727,,46230310,봉강면
라라148682,,46230330,옥곡면
라라116730,,46230320,옥룡면
라라201726,,46230340,진상면
라라110822,,46230360,다압면
라라233693,,46230350,진월면
라라189730,,46230340,진상면
라라134736,,46230320,옥룡면
라라190706,,46230340,진상면
라라195709,,46230340,진상면
라라069720,,46230310,봉강면
라라102682,,46230320,옥룡면
라라114858,,46230360,다압면
라라142806,,46230360,다압면
라라231716,,46230350,진월면
라라176725,,46230340,진상면
라라096788,,46230320,옥룡면
라라103636,,46230250,광양읍
라라166744,,46230340,진상면
라라111794,,46230360,다압면
라라116653,,46230250,광양읍
라라183752,,46230360,다압면
라라155796,,46230360,다압면
라라209709,,46230340,진상면
라라252657,,46230350,진월면
라라230636,,46230350,진월면
라라116639,,46230250,광양읍
라라217582,,46230110,금호동
라라126658,,46230250,광양읍
라라092710,,46230320,옥룡면
라라172821,,46230360,다압면
라라091689,,46230310,봉강면
라라194615,,46230107,마동
라라123638,,46230250,광양읍
라라229635,,46230350,진월면
라라193691,,46230340,진상면
라라166684,,46230330,옥곡면
라라116833,,46230360,다압면
라라203718,,46230340,진상면
라라230703,,46230350,진월면
라라211747,,46230360,다압면
라라213738,,46230360,다압면
라라121805,,46230360,다압면
라라175783,,46230360,다압면
라라062769,,46230310,봉강면
라라190699,,46230340,진상면
라라114764,,46230320,옥룡면
라라114705,,46230320,옥룡면
라라106729,,46230320,옥룡면
라라209595,,46230110,금호동
라라224578,,46230110,금호동
라라096803,,46230320,옥룡면
라라113758,,46230320,옥룡면
라라220653,,46230350,진월면
라라221591,,46230110,금호동
라라076668,,46230310,봉강면
라라175630,,46230104,성황동
라라031761,,46230310,봉강면
라라070702,,46230310,봉강면
라라180662,,46230330,옥곡면
라라043745,,46230310,봉강면
라라096663,,46230320,옥룡면
라라109692,,46230320,옥룡면
라라180652,,46230330,옥곡면
라라122669,,46230320,옥룡면
라라088759,,46230320,옥룡면
라라207580,,46230110,금호동
라라243618,,46230109,태인동
라라179587,,46230106,중동
라라135828,,46230360,다압면
라라207586,,46230110,금호동
라라068665,,46230310,봉강면
라라108642,,46230250,광양읍
라라043738,,46230310,봉강면
라라213733,,46230360,다압면
라라118753,,46230320,옥룡면
라라064730,,46230310,봉강면
라라170767,,46230360,다압면
라라119681,,46230320,옥룡면
라라036750,,46230310,봉강면
라라170579,,46230103,도이동
라라172581,,46230103,도이동
라라085734,,46230320,옥룡면
라라153802,,46230360,다압면
라라183646,,46230330,옥곡면
라라039725,,46230310,봉강면
라라104778,,46230320,옥룡면
라라190652,,46230330,옥곡면
라라154836,,46230360,다압면
라라032757,,46230310,봉강면
라라116783,,46230340,진상면
라라063759,,46230310,봉강면
라라228736,,46230360,다압면
라라227666,,46230350,진월면
라라132586,,46230102,황길동
라라161589,,46230103,도이동
라라154803,,46230360,다압면
라라164780,,46230360,다압면
라라152649,,46230330,옥곡면
라라086699,,46230310,봉강면
라라110619,,46230250,광양읍
라라246585,,46230110,금호동
라라247666,,46230350,진월면
라라198716,,46230340,진상면
라라086556,,46230250,광양읍
라라169712,,46230340,진상면
라라137651,,46230330,옥곡면
라라098832,,46230360,다압면
라라110740,,46230320,옥룡면
라라146813,,46230360,다압면
라라172597,,46230106,중동
라라250675,,46230350,진월면
라라150577,,46230103,도이동
라라119763,,46230320,옥룡면
라라175706,,46230330,옥곡면
라라094787,,46230320,옥룡면
라라088772,,46230320,옥룡면
라라140652,,46230330,옥곡면
라라048737,,46230310,봉강면
라라076764,,46230310,봉강면
라라212732,,46230360,다압면
라라209711,,46230340,진상면
라라146763,,46230340,진상면
라라123606,,46230250,광양읍
라라137713,,46230340,진상면
라라233655,,46230350,진월면
라라139637,,46230250,광양읍
라라072610,,46230250,광양읍
라라035775,,46230310,봉강면
라라114724,,46230320,옥룡면
라라144602,,46230104,성황동
라라147770,,46230340,진상면
라라122805,,46230360,다압면
라라212636,,46230350,진월면
라라061787,,46230310,봉강면
라라165576,,46230103,도이동
라라177776,,46230360,다압면
라라188626,,46230107,마동
라라120789,,46230340,진상면
라라051650,,46230310,봉강면
라라086697,,46230310,봉강면
라라036729,,46230310,봉강면
라라171726,,46230340,진상면
라라101713,,46230320,옥룡면
라라110704,,46230320,옥룡면
라라141746,,46230340,진상면
라라154786,,46230340,진상면
라라153736,,46230340,진상면
라라164714,,46230340,진상면
라라204686,,46230340,진상면
라라118601,,46230250,광양읍
라라101854,,46230360,다압면
라라249702,,46230350,진월면
라라251661,,46230350,진월면
라라232622,,46230109,태인동
라라214590,,46230110,금호동
라라159810,,46230360,다압면
라라139712,,46230340,진상면
라라078719,,46230320,옥룡면
라라104738,,46230320,옥룡면
라라131557,,46230103,도이동
라라094778,,46230320,옥룡면
라라201593,,46230110,금호동
라라058791,,46230310,봉강면
라라133645,,46230250,광양읍
라라080743,,46230320,옥룡면
라라111775,,46230320,옥룡면
라라060623,,46230250,광양읍
라라092678,,46230320,옥룡면
라라205684,,46230340,진상면
라라141571,,46230102,황길동
라라241579,,46230110,금호동
라라226692,,46230350,진월면
라라062761,,46230310,봉강면
라라250552,,46230110,금호동
라라144809,,46230360,다압면
라라109784,,46230320,옥룡면
라라029750,,46230310,봉강면
라라169769,,46230340,진상면
라라106771,,46230320,옥룡면
라라106813,,46230360,다압면
라라208573,,46230110,금호동
라라118736,,46230320,옥룡면
라라098612,,46230250,광양읍
라라171723,,46230340,진상면
라라122632,,46230250,광양읍
라라070669,,46230310,봉강면
라라226663,,46230350,진월면
라라143697,,46230330,옥곡면
라라092688,,46230310,봉강면
라라111709,,46230320,옥룡면
라라180648,,46230330,옥곡면
라라074675,,46230310,봉강면
라라181681,,46230330,옥곡면
라라068735,,46230310,봉강면
라라179624,,46230107,마동
라라227674,,46230350,진월면
라라053615,,46230250,광양읍
라라058610,,46230250,광양읍
라라159726,,46230340,진상면
라라102827,,46230360,다압면
라라231707,,46230350,진월면
라라087559,,46230250,광양읍
라라116781,,46230340,진상면
라라070628,,46230250,광양읍
라라210626,,46230108,광영동
라라054743,,46230310,봉강면
라라061707,,46230310,봉강면
라라069685,,46230310,봉강면
라라201683,,46230340,진상면
라라062759,,46230310,봉강면
라라165708,,46230340,진상면
라라208616,,46230110,금호동
라라120612,,46230250,광양읍
라라114672,,46230320,옥룡면
라라191708,,46230340,진상면
라라111657,,46230250,광양읍
라라095688,,46230320,옥룡면
라라102684,,46230320,옥룡면
라라166692,,46230330,옥곡면
라라153702,,46230340,진상면
라라107689,,46230320,옥룡면
라라136620,,46230250,광양읍
라라125590,,46230102,황길동
라라229679,,46230350,진월면
라라140849,,46230360,다압면
라라067732,,46230310,봉강면
라라136647,,46230250,광양읍
라라117597,,46230101,황금동
라라124645,,46230250,광양읍
라라122687,,46230320,옥룡면
라라114805,,46230360,다압면
라라122717,,46230320,옥룡면
라라237700,,46230350,진월면
라라149754,,46230340,진상면
라라134583,,46230102,황길동
라라206713,,46230340,진상면
라라039740,,46230310,봉강면
라라054699,,46230310,봉강면
라라064791,,46230310,봉강면
라라115619,,46230250,광양읍
라라193643,,46230330,옥곡면
라라216574,,46230110,금호동
라라134617,,46230250,광양읍
라라158781,,46230340,진상면
라라048637,,46230250,광양읍
라라195652,,46230330,옥곡면
라라107765,,46230320,옥룡면
라라139576,,46230102,황길동
라라149802,,46230360,다압면
라라087596,,46230250,광양읍
라라239595,,46230110,금호동
라라192702,,46230340,진상면
라라236719,,46230350,진월면
라라145730,,46230340,진상면
라라149704,,46230340,진상면
라라104727,,46230320,옥룡면
라라129730,,46230320,옥룡면
라라097791,,46230320,옥룡면
라라057708,,46230310,봉강면
라라143639,,46230105,중군동
라라218719,,46230340,진상면
라라162746,,46230340,진상면
라라145743,,46230340,진상면
라라075742,,46230310,봉강면
라라152585,,,
라라080695,,46230310,봉강면
라라212633,,46230350,진월면
라라158626,,46230104,성황동
라라181715,,46230340,진상면
라라036778,,46230310,봉강면
라라153775,,46230340,진상면
라라215646,,46230350,진월면
라라061732,,46230310,봉강면
라라099786,,46230320,옥룡면
라라052752,,46230310,봉강면
라라079592,,46230250,광양읍
라라107803,,46230360,다압면
라라130645,,46230250,광양읍
라라226698,,46230350,진월면
라라227588,,46230110,금호동
라라096727,,46230320,옥룡면
라라176630,,46230104,성황동
라라183750,,46230360,다압면
라라212667,,46230350,진월면
라라237612,,46230109,태인동
라라159569,,46230103,도이동
라라111782,,46230340,진상면
라라131728,,46230320,옥룡면
라라098717,,46230320,옥룡면
라라077760,,46230310,봉강면
라라227622,,46230109,태인동
라라191737,,46230360,다압면
라라148567,,46230103,도이동
라라159623,,46230104,성황동
라라235661,,46230350,진월면
라라112676,,46230320,옥룡면
라라173799,,46230360,다압면
라라049740,,46230310,봉강면
라라138695,,46230330,옥곡면
라라092722,,46230320,옥룡면
라라114746,,46230320,옥룡면
라라215594,,46230110,금호동
라라159784,,46230360,다압면
라라230729,,46230360,다압면
라라078766,,46230310,봉강면
라라141771,,46230340,진상면
라라232699,,46230350,진월면
라라084688,,46230310,봉강면
라라127702,,46230330,옥곡면
라라140623,,46230105,중군동
라라201624,,46230108,광영동
라라141718,,46230340,진상면
라라085664,,46230310,봉강면
라라113757,,46230320,옥룡면
라라117784,,46230340,진상면
라라117577,,46230101,황금동
라라187676,,46230340,진상면
라라205740,,46230360,다압면
라라141751,,46230340,진상면
라라098831,,46230360,다압면
라라174688,,46230330,옥곡면
라라150678,,46230330,옥곡면
라라083714,,46230320,옥룡면
라라184759,,46230360,다압면
라라075606,,46230250,광양읍
라라118769,,46230320,옥룡면
라라236701,,46230350,진월면
라라090693,,46230310,봉강면
라라119646,,46230250,광양읍
라라049730,,46230310,봉강면
라라119781,,46230340,진상면
라라193714,,46230340,진상면
라라231638,,46230350,진월면
라라059724,,46230310,봉강면
라라101617,,46230250,광양읍
라라071718,,46230310,봉강면
라라146834,,46230360,다압면
라라153575,,46230103,도이동
라라180692,,46230330,옥곡면
라라123797,,46230340,진상면
라라028737,,46230310,봉강면
라라088616,,46230250,광양읍
라라130608,,46230104,성황동
라라138608,,46230104,성황동
라라189673,,46230340,진상면
라라060694,,46230310,봉강면
라라133821,,46230360,다압면
라라162642,,46230330,옥곡면
라라133630,,46230105,중군동
라라167610,,46230104,성황동
라라098724,,46230320,옥룡면
라라191709,,46230340,진상면
라라090609,,46230250,광양읍
라라123597,,46230102,황길동
라라145556,,46230103,도이동
라라067783,,46230310,봉강면
라라083683,,46230310,봉강면
라라095610,,46230250,광양읍
라라235581,,46230110,금호동
라라091684,,46230320,옥룡면
라라115787,,46230340,진상면
라라055631,,46230250,광양읍
라라154717,,46230340,진상면
라라099814,,46230360,다압면
라라086674,,46230320,옥룡면
라라239674,,46230350,진월면
라라161674,,46230330,옥곡면
라라138795,,46230340,진상면
라라089635,,46230250,광양읍
라라063678,,46230310,봉강면
라라094807,,46230360,다압면
라라117787,,46230340,진상면
라라140692,,46230330,옥곡면
라라108815,,46230360,다압면
라라111797,,46230360,다압면
라라252671,,46230350,진월면
라라098838,,46230360,다압면
라라166714,,46230340,진상면
라라092704,,46230320,옥룡면
라라078677,,46230310,봉강면
라라123862,,46230360,다압면
라라045766,,46230310,봉강면
라라238655,,46230350,진월면
라라080762,,46230320,옥룡면
라라138572,,46230102,황길동
라라147621,,46230105,중군동
라라179677,,46230330,옥곡면
라라094766,,46230320,옥룡면
라라077756,,46230310,봉강면
라라144653,,46230330,옥곡면
라라127682,,46230320,옥룡면
라라102802,,46230360,다압면
라라168742,,46230340,진상면
라라037760,,46230310,봉강면
라라156620,,46230104,성황동
라라221676,,46230350,진월면
라라106847,,46230360,다압면
라라128787,,46230340,진상면
라라086694,,46230310,봉강면
라라126753,,46230320,옥룡면
라라070691,,46230310,봉강면
라라150663,,46230330,옥곡면
