BDTYP_CD,BULD_NM,BULD_NM_DC,BULD_SE_CD,BUL_MAN_NO,EMD_CD,GRO_FLO_CO,LNBR_MNNM,LNBR_SLNO,UND_FLO_CO,geometry,floor,geometry2,apt_nm
2001,초원아파트,2동,0,17749,110,5,825,0,0,"MULTIPOLYGON (((127.7213151176573 34.93845750220151, 127.7212570609421 34.93840860473355, 127.7212622601442 34.93840358939219, 127.7212304008644 34.93837646685242, 127.721226385239 34.93838039354478, 127.7211695633127 34.93832748666666, 127.7211556255149 34.9383370695999, 127.7211052820986 34.93829402127756, 127.7211113510101 34.93829083055761, 127.7210816565305 34.93826216283726, 127.7210766961518 34.93826695141566, 127.721023936854 34.93822174508381, 127.7210507166643 34.93820118862347, 127.7209904191258 34.93815260174628, 127.7209973069572 34.93814667505202, 127.7209635094649 34.93812069062297, 127.7209580567914 34.93812550915307, 127.7209309594106 34.93809967432065, 127.7209024824895 34.93807254067505, 127.7208665110065 34.93809967740065, 127.7207919256072 34.93815594946437, 127.7208509245604 34.93820750961449, 127.7208612225046 34.93819976000908, 127.7208935357043 34.93822623999192, 127.72088239324 34.93823630209025, 127.7209330628106 34.93828036711497, 127.7209096183234 34.93829806450456, 127.7209658238309 34.93834934368941, 127.7209788553243 34.93834126240792, 127.7210102238643 34.93836860424808, 127.7209982117686 34.93837685075432, 127.7210564432711 34.93842823507376, 127.7210673722677 34.93841879616456, 127.7211177157419 34.93846184450106, 127.7211289966346 34.93845384568257, 127.7211601264411 34.93848141423786, 127.7211475745647 34.93848926735668, 127.7212045224209 34.93854028964853, 127.7213151176573 34.93845750220151)))",5,"[[[127.72131511765727, 34.93845750220151], [127.72125706094211, 34.93840860473355], [127.72126226014423, 34.938403589392195], [127.72123040086444, 34.93837646685242], [127.72122638523896, 34.938380393544776], [127.72116956331271, 34.93832748666666], [127.72115562551494, 34.9383370695999], [127.72110528209862, 34.938294021277564], [127.72111135101007, 34.938290830557605], [127.72108165653053, 34.93826216283726], [127.7210766961518, 34.93826695141566], [127.72102393685398, 34.93822174508381], [127.72105071666431, 34.938201188623474], [127.72099041912578, 34.93815260174628], [127.72099730695719, 34.938146675052025], [127.72096350946492, 34.93812069062297], [127.72095805679145, 34.93812550915307], [127.72093095941058, 34.938099674320654], [127.72090248248948, 34.93807254067505], [127.72086651100649, 34.93809967740065], [127.72079192560716, 34.938155949464374], [127.72085092456037, 34.93820750961449], [127.72086122250462, 34.938199760009084], [127.72089353570432, 34.93822623999192], [127.72088239323999, 34.93823630209025], [127.72093306281057, 34.93828036711497], [127.72090961832336, 34.938298064504565], [127.72096582383091, 34.93834934368941], [127.72097885532435, 34.938341262407924], [127.72101022386425, 34.938368604248076], [127.72099821176857, 34.938376850754324], [127.72105644327108, 34.93842823507376], [127.72106737226765, 34.93841879616456], [127.72111771574185, 34.938461844501056], [127.72112899663462, 34.93845384568257], [127.72116012644106, 34.938481414237856], [127.72114757456468, 34.93848926735668], [127.72120452242089, 34.93854028964853], [127.72131511765727, 34.93845750220151]]]",초원아파트 2동
2001,초원아파트,3동,0,17753,110,5,825,0,0,"MULTIPOLYGON (((127.7212651413447 34.93896260659822, 127.7212801478556 34.93895381051995, 127.721296896422 34.93896650162176, 127.7213882292059 34.93889643830887, 127.7213024518608 34.93882562174512, 127.7213453491627 34.93879062002376, 127.7211804163887 34.93864263799947, 127.7211456288062 34.93867124602771, 127.7209903609173 34.93853194069142, 127.7209030180796 34.93860139419499, 127.7209307871356 34.93862766672066, 127.7209197833725 34.93863606949288, 127.7210259552255 34.93872853345299, 127.7210345664667 34.93872191151341, 127.7210667049665 34.93874590471946, 127.7211004967442 34.93872107932305, 127.721121132682 34.93873897532775, 127.7211112377817 34.9387452533458, 127.7212181137153 34.93884058831092, 127.721229998214 34.93883401907414, 127.7212603114747 34.93885705858348, 127.7212118504433 34.93889169663748, 127.7211917177717 34.93887377964027, 127.7211195217526 34.93893297618845, 127.7212150124049 34.93901682312278, 127.7212765031802 34.93897388743805, 127.7212651413447 34.93896260659822)))",5,"[[[127.7212651413447, 34.938962606598224], [127.72128014785564, 34.93895381051995], [127.72129689642202, 34.938966501621756], [127.72138822920594, 34.938896438308866], [127.72130245186082, 34.93882562174512], [127.72134534916269, 34.93879062002376], [127.72118041638868, 34.93864263799947], [127.72114562880618, 34.93867124602771], [127.72099036091733, 34.93853194069142], [127.72090301807955, 34.93860139419499], [127.72093078713556, 34.938627666720656], [127.72091978337254, 34.93863606949288], [127.72102595522546, 34.938728533452995], [127.7210345664667, 34.93872191151341], [127.72106670496647, 34.93874590471946], [127.72110049674416, 34.938721079323045], [127.72112113268197, 34.93873897532775], [127.72111123778174, 34.9387452533458], [127.72121811371534, 34.938840588310924], [127.72122999821403, 34.938834019074136], [127.72126031147471, 34.93885705858348], [127.7212118504433, 34.938891696637484], [127.72119171777175, 34.93887377964027], [127.72111952175264, 34.93893297618845], [127.72121501240491, 34.939016823122785], [127.72127650318023, 34.938973887438046], [127.7212651413447, 34.938962606598224]]]",초원아파트 3동
2001,초원아파트,8동,0,17758,110,5,825,0,0,"MULTIPOLYGON (((127.7203034543087 34.93841481878052, 127.7202481917573 34.93836619272933, 127.7202536189808 34.93836095975453, 127.7202200990006 34.93833163843364, 127.7202157678988 34.93833453940547, 127.7201569059182 34.93828484395718, 127.720143950873 34.93829416857973, 127.7200936080044 34.93825111983112, 127.7201008477894 34.93824663328628, 127.7200703986919 34.93821799682091, 127.7200646578467 34.93822241140239, 127.7200134471899 34.93817774529896, 127.7200377834112 34.93816187257358, 127.7199788852103 34.93811176262339, 127.7199833805837 34.93810761680733, 127.7199749705661 34.93809966244239, 127.7199518375534 34.93807778796798, 127.7199477707897 34.93808087665332, 127.7198907857652 34.93802923204092, 127.7198011743269 34.93809966263434, 127.7197821387804 34.93811462063594, 127.7198395779148 34.93816562264567, 127.7198520424859 34.93815653530996, 127.7198803143793 34.93818278708004, 127.71986939795 34.93819242410901, 127.7199218922692 34.93823744322737, 127.7198979825111 34.93825578314242, 127.7199539229542 34.93830686606755, 127.7199664239064 34.93829818411845, 127.7199959923703 34.93832499605102, 127.7199849630438 34.93833298426355, 127.7200441513301 34.93838370541902, 127.7200537198972 34.93837640186371, 127.7201060140734 34.93841852870835, 127.7201178366431 34.93841113069217, 127.7201476822865 34.93843833754686, 127.7201371817896 34.93844671924439, 127.7201942037127 34.9384987781436, 127.7203034543087 34.93841481878052)))",5,"[[[127.72030345430868, 34.93841481878052], [127.72024819175728, 34.938366192729326], [127.72025361898078, 34.938360959754526], [127.72022009900061, 34.93833163843364], [127.72021576789875, 34.93833453940547], [127.72015690591816, 34.93828484395718], [127.72014395087295, 34.93829416857973], [127.72009360800438, 34.93825111983112], [127.72010084778942, 34.938246633286276], [127.7200703986919, 34.93821799682091], [127.72006465784669, 34.938222411402386], [127.72001344718987, 34.93817774529896], [127.72003778341124, 34.93816187257358], [127.71997888521028, 34.93811176262339], [127.71998338058366, 34.93810761680733], [127.71997497056606, 34.93809966244239], [127.71995183755344, 34.93807778796798], [127.71994777078969, 34.938080876653316], [127.71989078576522, 34.93802923204092], [127.71980117432692, 34.938099662634336], [127.7197821387804, 34.93811462063594], [127.71983957791477, 34.93816562264567], [127.71985204248587, 34.93815653530996], [127.71988031437931, 34.93818278708004], [127.71986939794999, 34.93819242410901], [127.71992189226921, 34.93823744322737], [127.7198979825111, 34.93825578314242], [127.71995392295416, 34.93830686606755], [127.7199664239064, 34.93829818411845], [127.71999599237029, 34.938324996051016], [127.71998496304384, 34.93833298426355], [127.72004415133014, 34.93838370541902], [127.72005371989718, 34.938376401863714], [127.72010601407342, 34.93841852870835], [127.72011783664306, 34.93841113069217], [127.7201476822865, 34.938438337546856], [127.72013718178957, 34.93844671924439], [127.72019420371267, 34.9384987781436], [127.72030345430868, 34.93841481878052]]]",초원아파트 8동
2001,송죽아파트,3동,0,17764,110,12,826,0,0,"MULTIPOLYGON (((127.7182548894832 34.93959500815433, 127.7183333940998 34.93953593831823, 127.7182655397766 34.9394729728785, 127.7182555549551 34.93948153164398, 127.718218977519 34.93944800042176, 127.7182491705231 34.93942583804004, 127.7181177230222 34.93931029262934, 127.7181136816259 34.93931379573081, 127.7180350661459 34.9392770602059, 127.7178578549077 34.9392723275926, 127.7178357281409 34.93927173697915, 127.7178330966324 34.93936436754753, 127.7178573753721 34.93936571162993, 127.7178576863472 34.93937503890335, 127.7179976512188 34.93938003627007, 127.7180006579838 34.93938342568816, 127.7180029607497 34.93938767555328, 127.7180093900168 34.93939317200157, 127.7180143863257 34.93939626124855, 127.7180254112431 34.93939905354178, 127.7180345490636 34.93940008127967, 127.7180436744357 34.93939716112034, 127.7181862339804 34.93952047389735, 127.7181651192925 34.93953557010289, 127.7182303467049 34.93958974478084, 127.7182392374425 34.93957998464629, 127.7182548894832 34.93959500815433)))",12,"[[[127.71825488948318, 34.939595008154335], [127.71833339409983, 34.93953593831823], [127.71826553977657, 34.9394729728785], [127.71825555495514, 34.93948153164398], [127.718218977519, 34.93944800042176], [127.7182491705231, 34.939425838040044], [127.71811772302216, 34.93931029262934], [127.71811368162591, 34.93931379573081], [127.7180350661459, 34.9392770602059], [127.71785785490775, 34.939272327592604], [127.71783572814088, 34.93927173697915], [127.71783309663243, 34.93936436754753], [127.71785737537209, 34.93936571162993], [127.7178576863472, 34.93937503890335], [127.71799765121878, 34.93938003627007], [127.71800065798377, 34.939383425688156], [127.71800296074967, 34.939387675553284], [127.7180093900168, 34.93939317200157], [127.71801438632568, 34.939396261248554], [127.71802541124312, 34.93939905354178], [127.71803454906365, 34.93940008127967], [127.71804367443575, 34.93939716112034], [127.71818623398043, 34.93952047389735], [127.7181651192925, 34.93953557010289], [127.7182303467049, 34.93958974478084], [127.71823923744248, 34.93957998464629], [127.71825488948318, 34.939595008154335]]]",송죽아파트 3동
2001,송죽아파트,1동,0,17766,110,12,826,0,0,"MULTIPOLYGON (((127.7184108075921 34.93911002013272, 127.7184933783489 34.93904784353453, 127.7183502429682 34.93892372327741, 127.718292628103 34.93890280008954, 127.7182707144914 34.93890279418299, 127.7182705400596 34.93889658482068, 127.7180760498718 34.93889227896005, 127.7180711518669 34.938984796716, 127.7180957586522 34.93898737368389, 127.7180963213623 34.93899543756394, 127.7182434465483 34.93900322269393, 127.7182476984283 34.93901007500764, 127.7182514473519 34.93901321667292, 127.7182564435679 34.93901629689715, 127.7182667627233 34.93901975132803, 127.7182758002373 34.93901931943179, 127.7182853924415 34.93901596384572, 127.7183860153747 34.93910123393207, 127.7183918459015 34.93909452943834, 127.7184108075921 34.93911002013272)))",12,"[[[127.7184108075921, 34.93911002013272], [127.7184933783489, 34.93904784353453], [127.71835024296819, 34.938923723277405], [127.71829262810297, 34.938902800089544], [127.71827071449138, 34.938902794182994], [127.71827054005956, 34.93889658482068], [127.71807604987183, 34.93889227896005], [127.71807115186688, 34.938984796716], [127.71809575865221, 34.938987373683894], [127.7180963213623, 34.93899543756394], [127.71824344654834, 34.93900322269393], [127.71824769842834, 34.939010075007644], [127.71825144735186, 34.93901321667292], [127.71825644356791, 34.93901629689715], [127.71826676272327, 34.93901975132803], [127.71827580023727, 34.939019319431786], [127.7182853924415, 34.93901596384572], [127.7183860153747, 34.93910123393207], [127.71839184590154, 34.939094529438336], [127.7184108075921, 34.93911002013272]]]",송죽아파트 1동
2001,송죽아파트,2동,0,17765,110,12,826,0,0,"MULTIPOLYGON (((127.7189217007463 34.93956066003447, 127.7190019575349 34.9394979739697, 127.7188702702245 34.93937890646927, 127.7187788738821 34.93935398264756, 127.7187796695423 34.9393473078637, 127.7185865111366 34.93934396843599, 127.7185862603975 34.93943461998963, 127.7186117099659 34.93943465904709, 127.7186123088231 34.93944686898003, 127.7187519221049 34.93945169629305, 127.7187560887542 34.93945378088128, 127.718763006504 34.93946257339356, 127.7187659258556 34.93946471942768, 127.7187742318507 34.93946826682385, 127.7187808403705 34.93946920127602, 127.718788594264 34.93946842538893, 127.718798111801 34.93946403363593, 127.7188987827871 34.93955344025665, 127.7189063639322 34.93954665329147, 127.7189217007463 34.93956066003447)))",12,"[[[127.71892170074635, 34.939560660034466], [127.71900195753489, 34.9394979739697], [127.71887027022454, 34.939378906469265], [127.71877887388207, 34.93935398264756], [127.71877966954226, 34.9393473078637], [127.71858651113656, 34.93934396843599], [127.71858626039753, 34.939434619989626], [127.71861170996593, 34.939434659047095], [127.71861230882305, 34.939446868980035], [127.7187519221049, 34.93945169629305], [127.71875608875423, 34.93945378088128], [127.71876300650396, 34.939462573393556], [127.71876592585562, 34.939464719427676], [127.71877423185072, 34.93946826682385], [127.71878084037048, 34.93946920127602], [127.71878859426403, 34.93946842538893], [127.71879811180098, 34.93946403363593], [127.7188987827871, 34.939553440256645], [127.71890636393216, 34.93954665329147], [127.71892170074635, 34.939560660034466]]]",송죽아파트 2동
2003,목련빌라,22동,0,17720,110,3,684,0,0,"MULTIPOLYGON (((127.7289542224391 34.94184597161786, 127.7290304027148 34.94183048969153, 127.7290322266986 34.94183622945646, 127.7290575805681 34.9418303088918, 127.7290563384936 34.94182600782105, 127.7290899631969 34.94181957801858, 127.7290911140839 34.94182223014286, 127.7291292817778 34.94181583621433, 127.7291335022295 34.9418239682594, 127.7291756091913 34.94181618065038, 127.7291749087817 34.94181248024869, 127.7292126132075 34.94180692733564, 127.729214637765 34.94181182762966, 127.729238718655 34.94180554509477, 127.7292379817428 34.94180143028562, 127.7293122908653 34.94178851024674, 127.7292851314918 34.94168795478816, 127.7292438907358 34.94169342074549, 127.7292462819562 34.94170017564801, 127.7292073447081 34.94170618663743, 127.7292108159491 34.94172367930454, 127.7291865890392 34.94172706032327, 127.7291859724466 34.94172045703418, 127.7291110669245 34.94173153277605, 127.7291083966597 34.94172416661613, 127.7290286527216 34.94173893983075, 127.7290294554165 34.9417443071403, 127.7290058906437 34.94175077582884, 127.7290028408718 34.94173638131653, 127.7289668872054 34.94174186058461, 127.7289648900482 34.94173758206192, 127.7289252998824 34.94174527340429, 127.7289542224391 34.94184597161786)))",3,"[[[127.7289542224391, 34.94184597161786], [127.72903040271481, 34.941830489691526], [127.72903222669859, 34.94183622945646], [127.7290575805681, 34.941830308891795], [127.72905633849359, 34.94182600782105], [127.7290899631969, 34.94181957801858], [127.72909111408386, 34.94182223014286], [127.72912928177784, 34.94181583621433], [127.72913350222946, 34.9418239682594], [127.72917560919127, 34.941816180650385], [127.72917490878173, 34.941812480248686], [127.72921261320754, 34.94180692733564], [127.72921463776497, 34.94181182762966], [127.72923871865498, 34.941805545094766], [127.72923798174276, 34.94180143028562], [127.72931229086525, 34.94178851024674], [127.72928513149184, 34.941687954788165], [127.72924389073584, 34.94169342074549], [127.72924628195621, 34.94170017564801], [127.7292073447081, 34.94170618663743], [127.72921081594909, 34.94172367930454], [127.72918658903922, 34.941727060323274], [127.72918597244663, 34.94172045703418], [127.7291110669245, 34.94173153277605], [127.7291083966597, 34.941724166616126], [127.72902865272157, 34.94173893983075], [127.7290294554165, 34.941744307140304], [127.72900589064368, 34.94175077582884], [127.72900284087176, 34.94173638131653], [127.7289668872054, 34.94174186058461], [127.72896489004825, 34.94173758206192], [127.7289252998824, 34.94174527340429], [127.7289542224391, 34.94184597161786]]]",목련빌라 22동
2003,목련빌라,3동,0,17699,110,3,684,0,0,"MULTIPOLYGON (((127.7268960374658 34.94131889538659, 127.7269350111842 34.9413108117871, 127.7269364573665 34.94131344414182, 127.7269662656847 34.94130745234406, 127.7269565874934 34.94127369103553, 127.72705778378 34.94125496026364, 127.7270567680026 34.94124775543371, 127.7270707275433 34.94124563497758, 127.7270762842399 34.9412638273299, 127.7271518007237 34.9412488102409, 127.7271525794826 34.9412527175005, 127.7271829421868 34.94124753356399, 127.7271809671966 34.94124451678549, 127.7272571893861 34.94122884643468, 127.7272319277836 34.94114211506135, 127.7271538564942 34.94115662467097, 127.7271549616455 34.94116154852009, 127.7271316855069 34.94116723093629, 127.7271284939633 34.94115409912719, 127.7270917232419 34.9411612502404, 127.7270904685662 34.94115426316456, 127.7270524267282 34.94116125961313, 127.7270486408551 34.94115397217818, 127.7268984486652 34.94118500167204, 127.7269030224419 34.94120345228355, 127.7268663537442 34.94120852057303, 127.7268666802365 34.94121327781555, 127.7268193472583 34.94122425059546, 127.7268526671632 34.94133610898339, 127.7268986891294 34.94132790218705, 127.7268960374658 34.94131889538659)))",3,"[[[127.72689603746585, 34.94131889538659], [127.72693501118424, 34.941310811787105], [127.7269364573665, 34.94131344414182], [127.72696626568472, 34.941307452344056], [127.72695658749345, 34.94127369103553], [127.72705778377998, 34.94125496026364], [127.72705676800261, 34.941247755433714], [127.72707072754332, 34.941245634977584], [127.72707628423993, 34.9412638273299], [127.7271518007237, 34.9412488102409], [127.72715257948256, 34.9412527175005], [127.72718294218683, 34.94124753356399], [127.72718096719656, 34.94124451678549], [127.72725718938607, 34.941228846434676], [127.72723192778356, 34.941142115061346], [127.72715385649416, 34.94115662467097], [127.72715496164548, 34.94116154852009], [127.7271316855069, 34.94116723093629], [127.7271284939633, 34.94115409912719], [127.7270917232419, 34.9411612502404], [127.72709046856625, 34.94115426316456], [127.72705242672825, 34.94116125961313], [127.72704864085513, 34.94115397217818], [127.72689844866517, 34.94118500167204], [127.72690302244186, 34.94120345228355], [127.72686635374421, 34.941208520573035], [127.72686668023653, 34.94121327781555], [127.72681934725834, 34.94122425059546], [127.72685266716316, 34.94133610898339], [127.72689868912937, 34.94132790218705], [127.72689603746585, 34.94131889538659]]]",목련빌라 3동
2003,목련빌라,4동,0,17718,110,3,684,0,0,"MULTIPOLYGON (((127.7267257578261 34.94088608647569, 127.7268004443099 34.94087007404904, 127.7268018759033 34.94087602350557, 127.7268256425479 34.9408701128834, 127.7268247890878 34.9408651785145, 127.7268636129987 34.94085502270008, 127.7268654859015 34.94086012224025, 127.7269423496872 34.9408427627096, 127.726940589895 34.94083932100154, 127.7269770067565 34.94083426320802, 127.7269776833599 34.94084024421215, 127.7270014372096 34.94083412631878, 127.7270008864921 34.94083001038269, 127.7270786182598 34.94081426803411, 127.7270766340211 34.9408039863297, 127.7271434151892 34.94079022023386, 127.7271444947913 34.94079472960945, 127.7271735114954 34.94078836391814, 127.7271725304135 34.94078509783412, 127.7272510553418 34.94076993652292, 127.7272275408444 34.94068643059368, 127.7271489284946 34.94070035754548, 127.727150498693 34.94070837028936, 127.7271288838441 34.94071251046522, 127.7271235168443 34.94069721035306, 127.7270909751644 34.9407035339917, 127.7270916571553 34.94069894198463, 127.7270409271035 34.94070820452502, 127.7270443847691 34.94071799970806, 127.7270085843342 34.94072468530558, 127.7270105192739 34.94073061372633, 127.7269749595521 34.94073728886273, 127.7269792069021 34.94075099124351, 127.7269529109408 34.94075680883688, 127.7269509249992 34.9407500604802, 127.7268032791103 34.94077805508446, 127.7268043587926 34.9407863051158, 127.7267817135992 34.94079028913672, 127.7267769120211 34.94077579685919, 127.7267386442031 34.94078321819844, 127.7267372855897 34.94077809755855, 127.7266955566919 34.94078652203201, 127.7267257578261 34.94088608647569)))",3,"[[[127.72672575782607, 34.94088608647569], [127.72680044430994, 34.940870074049045], [127.72680187590332, 34.940876023505574], [127.72682564254788, 34.940870112883395], [127.72682478908776, 34.9408651785145], [127.72686361299867, 34.940855022700084], [127.72686548590154, 34.94086012224025], [127.72694234968716, 34.9408427627096], [127.72694058989504, 34.94083932100154], [127.72697700675648, 34.94083426320802], [127.72697768335993, 34.94084024421215], [127.7270014372096, 34.94083412631878], [127.7270008864921, 34.94083001038269], [127.72707861825977, 34.94081426803411], [127.72707663402109, 34.940803986329705], [127.72714341518925, 34.940790220233865], [127.72714449479128, 34.94079472960945], [127.7271735114954, 34.94078836391814], [127.7271725304135, 34.94078509783412], [127.7272510553418, 34.94076993652292], [127.72722754084444, 34.94068643059368], [127.72714892849461, 34.94070035754548], [127.72715049869298, 34.94070837028936], [127.72712888384414, 34.94071251046522], [127.72712351684427, 34.94069721035306], [127.72709097516439, 34.9407035339917], [127.72709165715526, 34.94069894198463], [127.72704092710352, 34.940708204525016], [127.72704438476914, 34.94071799970806], [127.72700858433423, 34.940724685305575], [127.72701051927388, 34.94073061372633], [127.7269749595521, 34.94073728886273], [127.72697920690206, 34.94075099124351], [127.72695291094084, 34.94075680883688], [127.72695092499924, 34.9407500604802], [127.72680327911034, 34.94077805508446], [127.72680435879262, 34.9407863051158], [127.72678171359918, 34.94079028913672], [127.7267769120211, 34.940775796859185], [127.72673864420308, 34.94078321819844], [127.72673728558968, 34.94077809755855], [127.72669555669188, 34.940786522032006], [127.72672575782607, 34.94088608647569]]]",목련빌라 4동
2003,목련빌라,24동,0,17710,110,3,684,0,0,"MULTIPOLYGON (((127.7287405858531 34.94107861436039, 127.7288090719789 34.94106703646617, 127.7288108703776 34.94107236176199, 127.7288409949296 34.94106625944858, 127.728840243438 34.9410617300971, 127.72890941441 34.9410471374969, 127.7289127175621 34.94105676229113, 127.7289873871133 34.94104134352236, 127.7289881386128 34.94104587287278, 127.7290204918103 34.94103927944649, 127.7290194886416 34.9410347606171, 127.7291674726225 34.94100666214706, 127.7291691797737 34.94101032947798, 127.729192532817 34.94100470029338, 127.7291917428964 34.940999540221, 127.7292682525859 34.94098550736813, 127.7292402310105 34.940887679163, 127.7291993700869 34.94089520694698, 127.7292031819235 34.94090045708038, 127.7291631052873 34.94090879137986, 127.7291671215609 34.94092231479313, 127.7291449740963 34.94092687314426, 127.7291416783733 34.94092180920357, 127.7289899047587 34.94094963288705, 127.7289928138775 34.94095678129343, 127.728966851064 34.94096065038501, 127.7289639326757 34.9409487338284, 127.7289260042596 34.94095490994371, 127.7289242058563 34.94094958464957, 127.7288876834808 34.94095384144593, 127.7288860711157 34.94094727115764, 127.7288446173614 34.9409533692067, 127.7288457519406 34.94096037501008, 127.7288069572955 34.94096886376161, 127.728809941372 34.94098202380838, 127.7287892801537 34.94098631180144, 127.7287856142187 34.9409789876488, 127.7287397811885 34.94098747344922, 127.7287086138881 34.94099324847581, 127.7287352412046 34.94107952067774, 127.7287405858531 34.94107861436039)))",3,"[[[127.72874058585309, 34.941078614360386], [127.7288090719789, 34.941067036466166], [127.72881087037756, 34.94107236176199], [127.72884099492963, 34.941066259448576], [127.72884024343804, 34.9410617300971], [127.72890941441004, 34.9410471374969], [127.72891271756208, 34.94105676229113], [127.7289873871133, 34.941041343522365], [127.72898813861278, 34.941045872872785], [127.72902049181035, 34.941039279446485], [127.72901948864163, 34.9410347606171], [127.72916747262246, 34.94100666214706], [127.72916917977372, 34.941010329477976], [127.72919253281695, 34.94100470029338], [127.72919174289638, 34.940999540221], [127.72926825258594, 34.940985507368126], [127.72924023101046, 34.940887679163005], [127.7291993700869, 34.940895206946976], [127.72920318192348, 34.94090045708038], [127.72916310528727, 34.94090879137986], [127.7291671215609, 34.94092231479313], [127.72914497409626, 34.940926873144264], [127.72914167837327, 34.940921809203566], [127.72898990475869, 34.94094963288705], [127.72899281387754, 34.94095678129343], [127.72896685106402, 34.94096065038501], [127.72896393267571, 34.9409487338284], [127.72892600425965, 34.940954909943706], [127.72892420585627, 34.94094958464957], [127.72888768348082, 34.94095384144593], [127.7288860711157, 34.94094727115764], [127.72884461736136, 34.940953369206696], [127.72884575194057, 34.94096037501008], [127.72880695729549, 34.94096886376161], [127.72880994137199, 34.94098202380838], [127.72878928015375, 34.94098631180144], [127.72878561421867, 34.940978987648805], [127.72873978118845, 34.94098747344922], [127.72870861388812, 34.940993248475806], [127.72873524120462, 34.94107952067774], [127.72874058585309, 34.941078614360386]]]",목련빌라 24동
2003,목련빌라,32동,0,17717,110,3,684,0,0,"MULTIPOLYGON (((127.7300203427781 34.94072745520296, 127.7300003934467 34.94065751197213, 127.7299839342682 34.94066040489801, 127.7299801973515 34.94064258935356, 127.7299987549739 34.94063809744688, 127.7299740288813 34.94055776311137, 127.7298958218671 34.94057289723185, 127.7298838183344 34.94053748258266, 127.7298088575821 34.94055208340627, 127.7298059263892 34.94053996864692, 127.7297657714104 34.94054684340739, 127.7297683248566 34.94055213712176, 127.7297291620811 34.94055857326813, 127.7297344897845 34.94057308931315, 127.7297088572967 34.94057839876159, 127.729706677572 34.9405708043325, 127.7295558149689 34.94060129128995, 127.7295576790462 34.94060785104721, 127.7295350282766 34.94061242149912, 127.7295298482978 34.94059603874052, 127.7294969791273 34.940602437094, 127.7294956987169 34.9405975143169, 127.7294509298044 34.94060747224111, 127.7294810050245 34.94070604523844, 127.7295543338431 34.94069378892453, 127.7295548337038 34.94069832879332, 127.729586216473 34.94069218270057, 127.7295857567765 34.94068847184425, 127.7297328809543 34.94065854807729, 127.7297333552682 34.94066267347194, 127.7297619166549 34.94065559781725, 127.7297612052844 34.94065189748403, 127.7298719314061 34.94063285486181, 127.7298736351258 34.94064108309525, 127.7298876031198 34.94063870087061, 127.7298913086943 34.94065297425329, 127.7298583128076 34.94065989625427, 127.7298655650816 34.94068656914084, 127.7298792430815 34.94068357572974, 127.7298987162946 34.94075415278899, 127.7300203427781 34.94072745520296)))",3,"[[[127.73002034277809, 34.94072745520296], [127.73000039344674, 34.940657511972134], [127.72998393426825, 34.94066040489801], [127.72998019735148, 34.94064258935356], [127.72999875497392, 34.94063809744688], [127.72997402888134, 34.94055776311137], [127.72989582186707, 34.94057289723185], [127.72988381833441, 34.94053748258266], [127.72980885758211, 34.94055208340627], [127.7298059263892, 34.94053996864692], [127.72976577141041, 34.94054684340739], [127.72976832485664, 34.940552137121756], [127.72972916208111, 34.940558573268135], [127.72973448978455, 34.94057308931315], [127.72970885729671, 34.940578398761595], [127.72970667757197, 34.9405708043325], [127.72955581496886, 34.94060129128995], [127.72955767904618, 34.94060785104721], [127.72953502827657, 34.94061242149912], [127.72952984829779, 34.940596038740516], [127.72949697912728, 34.940602437094], [127.72949569871687, 34.9405975143169], [127.7294509298044, 34.94060747224111], [127.72948100502451, 34.940706045238436], [127.72955433384311, 34.940693788924534], [127.72955483370377, 34.940698328793324], [127.72958621647297, 34.940692182700566], [127.72958575677646, 34.94068847184425], [127.72973288095432, 34.940658548077295], [127.72973335526817, 34.94066267347194], [127.72976191665494, 34.940655597817255], [127.72976120528443, 34.94065189748403], [127.7298719314061, 34.94063285486181], [127.7298736351258, 34.94064108309525], [127.72988760311976, 34.940638700870615], [127.72989130869428, 34.94065297425329], [127.72985831280762, 34.940659896254274], [127.72986556508164, 34.940686569140844], [127.72987924308153, 34.94068357572974], [127.72989871629457, 34.94075415278899], [127.73002034277809, 34.94072745520296]]]",목련빌라 32동
